,idx,year,word,pinyin
3613,178,1968,委员会,weiyuanhui
3614,179,1968,南京长江大桥,nanjingchangjiangdaqiao
3615,179,1968,全面,quanmian
3616,179,1968,建成,jiancheng
3617,179,1968,通车,tongche
3618,179,1968,铁路桥,tieluqiao
3619,179,1968,公路桥,gongluqiao
3620,179,1968,这是,zheshi
3621,179,1968,当时,dangshi
3622,179,1968,我国,woguo
3623,179,1968,自行设计,zixingsheji
3624,179,1968,建造,jianzao
3625,179,1968,最大,zuida
3626,179,1968,铁路,tielu
3627,179,1968,公路,gonglu
3628,179,1968,两用桥,liangyongqiao
3629,180,1969,中国共产党第九次全国代表大会,zhongguogongchandangdijiuciquanguodaibiaodahui
3630,180,1969,举行,juxing
3631,180,1969,大会,dahui
3632,180,1969,肯定,kending
3633,180,1969,无产阶级,wuchanjieji
3634,180,1969,专政,zhuanzheng
3635,180,1969,继续,jixu
3636,180,1969,革命,geming
3637,180,1969,理论,lilun
3638,180,1969,文化大革命,wenhuadageming
3639,180,1969,错误,cuowu
3640,180,1969,理论,lilun
3641,180,1969,实践,shijian
3642,180,1969,合法化,hefahua
3643,180,1969,九大,jiuda
3644,180,1969,在思想上,zaisixiangshang
3645,180,1969,政治,zhengzhi
3646,180,1969,组织,zuzhi
3647,180,1969,指导方针,zhidaofangzhen
3648,180,1969,错误,cuowu
3649,180,1969,中共,zhonggong
3650,180,1969,九届,jiujie
3651,180,1969,一中全会,yizhongquanhui
3652,180,1969,选举,xuanju
3653,180,1969,毛泽东,maozedong
3654,180,1969,中央委员会,zhongyangweiyuanhui
3655,180,1969,主席,zhuxi
3656,180,1969,林彪,linbiao
3657,180,1969,主席,zhuxi
3658,180,1969,毛泽东,maozedong
3659,180,1969,林彪,linbiao
3660,180,1969,陈伯达,chenboda
3661,180,1969,周恩来,zhouenlai
3662,180,1969,康生,kangsheng
3663,180,1969,中央政治局常委,zhongyangzhengzhijuchangwei
3664,181,1969,中国,zhongguo
3665,181,1969,第一套,diyitao
3666,181,1969,全自动,quanzidong
3667,181,1969,长途电话,changtudianhua
3668,181,1969,设备,shebei
3669,181,1969,诞生,dansheng
3670,182,1969,中国,zhongguo
3671,182,1969,第一条,diyitiao
3672,182,1969,地下铁道,dixiatiedao
3673,182,1969,线路,xianlu
3674,182,1969,北京火车站,beijinghuochezhan
3675,182,1969,石景山区,shijingshanqu
3676,182,1969,苹果园,pingguoyuan
3677,182,1969,建成,jiancheng
3678,182,1969,全长,quanchang
3679,182,1969,公里,gongli
3680,183,1970,我国,woguo
3681,183,1970,第一颗,diyike
3682,183,1970,人造地球,renzaodiqiu
3683,183,1970,卫星,weixing
3684,183,1970,发射成功,fashechenggong
3685,184,1970,成昆铁路,chengkuntielu
3686,184,1970,成都,chengdu
3687,184,1970,昆明,kunming
3688,184,1970,建成,jiancheng
3689,184,1970,通车,tongche
3690,184,1970,全长,quanchang
3691,184,1970,公里,gongli
3692,185,1970,中共中央,zhonggongzhongyang
3693,185,1970,批准,pizhun
3694,185,1970,兴建,xingjian
3695,185,1970,长江,changjiang
3696,185,1970,葛洲坝,gezhouba
3697,185,1970,水利枢纽,shuilishuniu
3698,185,1970,工程,gongcheng
3699,185,1970,工程,gongcheng
3700,185,1970,全部,quanbu
3701,185,1970,建成,jiancheng
3702,186,1971,林彪,linbiao
3703,186,1971,叶群,yequn
3704,186,1971,叛国,panguo
3705,186,1971,外逃,waitao
3706,186,1971,蒙古,menggu
3707,186,1971,人民共和国,renmingongheguo
3708,186,1971,温都尔汗,wenduerhan
3709,186,1971,机毁,jihui
3710,186,1971,人亡,renwang
3711,186,1971,林彪,linbiao
3712,186,1971,反革命,fangeming
3713,186,1971,集团,jituan
3714,186,1971,覆灭,fumie
3715,186,1971,客观,keguan
3716,186,1971,宣告,xuangao
3717,186,1971,文化大革命,wenhuadageming
3718,186,1971,理论,lilun
3719,186,1971,实践,shijian
3720,186,1971,失败,shibai
3721,187,1971,第二十六届,diershiliujie
3722,187,1971,联合国大会,lianheguodahui
3723,187,1971,压倒多数,yadaoduoshu
3724,187,1971,票数,piaoshu
3725,187,1971,通过,tongguo
3726,187,1971,决议,jueyi
3727,187,1971,恢复,huifu
3728,187,1971,中华人民共和国,zhonghuarenmingongheguo
3729,187,1971,联合国,lianheguo
3730,187,1971,一切,yiqie
3731,187,1971,合法权利,hefaquanli
3732,187,1971,立即,liji
3733,187,1971,蒋介石,jiangjieshi
3734,187,1971,集团,jituan
3735,187,1971,代表,daibiao
3736,187,1971,联合国,lianheguo
3737,187,1971,及其,jiqi
3738,187,1971,所属,suoshu
3739,187,1971,一切,yiqie
3740,187,1971,机构,jigou
3741,187,1971,驱逐,quzhu
3742,187,1971,出去,chuqu
3743,188,1971,周恩来,zhouenlai
3744,188,1971,毛泽东,maozedong
3745,188,1971,支持,zhichi
3746,188,1971,主持,zhuchi
3747,188,1971,中央,zhongyang
3748,188,1971,日常,richang
3749,188,1971,工作,gongzuo
3750,188,1971,周恩来,zhouenlai
3751,188,1971,提出,tichu
3752,188,1971,批判,pipan
3753,188,1971,极左,jizuo
3754,188,1971,思潮,sichao
3755,188,1971,努力,nuli
3756,188,1971,落实,luoshi
3757,188,1971,各项政策,gexiangzhengce
3758,188,1971,方面,fangmian
3759,188,1971,工作,gongzuo
3760,188,1971,明显好转,mingxianhaozhuan
3761,188,1971,调整,diaozheng
3762,188,1971,被迫,beipo
3763,188,1971,中断,zhongduan
3764,189,1972,中共中央,zhonggongzhongyang
3765,189,1972,国务院,guowuyuan
3766,189,1972,批准,pizhun
3767,189,1972,国家计委,guojiajiwei
3768,189,1972,关于,guanyu
3769,189,1972,进口,jinkou
3770,189,1972,成套,chengtao
3771,189,1972,化纤,huaxian
3772,189,1972,化肥,huafei
3773,189,1972,技术设备,jizhushebei
3774,189,1972,报告,baogao
3775,189,1972,随后,suihou
3776,189,1972,国家计委,guojiajiwei
3777,189,1972,进一步,jinyibu
3778,189,1972,提出,tichu
3779,189,1972,国外,guowai
3780,189,1972,进口,jinkou
3781,189,1972,亿美元,yimeiyuan
3782,189,1972,成套,chengtao
3783,189,1972,工业,gongye
3784,189,1972,设备,shebei
3785,189,1972,单机,danji
3786,189,1972,引进,yinjin
3787,189,1972,方案,fangan
3788,190,1972,美国,meiguo
3789,190,1972,总统,zongtong
3790,190,1972,尼克松,nikesong
3791,190,1972,访问,fangwen
3792,190,1972,中国,zhongguo
3793,190,1972,此前,ciqian
3794,190,1972,美国,meiguo
3795,190,1972,乒乓球,pingpangqiu
3796,190,1972,代表团,daibiaotuan
3797,190,1972,应邀,yingyao
3798,190,1972,访华,fanghua
3799,190,1972,美国,meiguo
3800,190,1972,总统,zongtong
3801,190,1972,国家,guojia
3802,190,1972,安全,anquan
3803,190,1972,事务,shiwu
3804,190,1972,助理,zhuli
3805,190,1972,基辛格,jixinge
3806,190,1972,秘密,mimi
3807,190,1972,访华,fanghua
3808,190,1972,尼克松,nikesong
3809,190,1972,访华,fanghua
3810,190,1972,期间,qijian
3811,190,1972,毛泽东,maozedong
3812,190,1972,会见,huijian
3813,190,1972,尼克松,nikesong
3814,190,1972,周恩来,zhouenlai
3815,190,1972,尼克松,nikesong
3816,190,1972,举行会谈,juxinghuitan
3817,190,1972,双方,shuangfang
3818,190,1972,上海,shanghai
3819,190,1972,发表,fabiao
3820,190,1972,联合公报,lianhegongbao
3821,190,1972,标志,biaozhi
3822,190,1972,两国关系,liangguoguanxi
3823,190,1972,正常化,zhengchanghua
3824,190,1972,进程,jincheng
3825,190,1972,开始,kaishi
3826,191,1972,湖南省,hunansheng
3827,191,1972,长沙,changsha
3828,191,1972,市郊,shijiao
3829,191,1972,马王堆,mawangdui
3830,191,1972,出土,chutu
3831,191,1972,一座,yizuo
3832,191,1972,距今,jujin
3833,191,1972,多年,duonian
3834,191,1972,西汉,xihan
3835,191,1972,早期,zaoqi
3836,191,1972,墓葬,muzang
3837,192,1972,日本国,ribenguo
3838,192,1972,内阁总理,neigezongli
3839,192,1972,大臣,dachen
3840,192,1972,田中角荣,tianzhongjiaorong
3841,192,1972,应邀,yingyao
3842,192,1972,访问,fangwen
3843,192,1972,中国,zhongguo
3844,192,1972,谈判,tanpan
3845,192,1972,解决,jiejue
3846,192,1972,中日,zhongri
3847,192,1972,邦交,bangjiao
3848,192,1972,正常化,zhengchanghua
3849,192,1972,问题,wenti
3850,192,1972,中日,zhongri
3851,192,1972,两国政府,liangguozhengfu
3852,192,1972,发表,fabiao
3853,192,1972,联合声明,lianheshengming
3854,192,1972,宣布,xuanbu
3855,192,1972,即日起,jiriqi
3856,192,1972,建立,jianli
3857,192,1972,外交关系,waijiaoguanxi
3858,193,1972,铁路,tielu
3859,193,1972,湖南,hunan
3860,193,1972,株洲,zhuzhou
3861,193,1972,田心,tianxin
3862,193,1972,贵州,guizhou
3863,193,1972,贵定,guiding
3864,193,1972,建成,jiancheng
3865,193,1972,通车,tongche
3866,193,1972,全长,quanchang
3867,193,1972,公里,gongli
3868,194,1973,国务院,guowuyuan
3869,194,1973,成立,chengli
3870,194,1973,计划生育,jihuashengyu
3871,194,1973,领导小组,lingdaoxiaozu
3872,194,1973,计划生育,jihuashengyu
3873,194,1973,宣传教育,xuanchuanjiaoyu
3874,194,1973,提出,tichu
3875,194,1973,口号,kouhao
3876,195,1973,国务院,guowuyuan
3877,195,1973,召开,zhaokai
3878,195,1973,首次,shouci
3879,195,1973,全国,quanguo
3880,195,1973,环境保护,huanjingbaohu
3881,195,1973,会议,huiyi
3882,195,1973,制定,zhiding
3883,195,1973,关于,guanyu
3884,195,1973,保护,baohu
3885,195,1973,改善,gaishan
3886,195,1973,环境,huanjing
3887,195,1973,若干,ruogan
3888,195,1973,规定,guiding
3889,195,1973,试行,shixing
3890,195,1973,草案,caoan
3891,195,1973,这是,zheshi
3892,195,1973,我国,woguo
3893,195,1973,第一部,diyibu
3894,195,1973,环境保护,huanjingbaohu
3895,195,1973,综合性,zonghexing
3896,195,1973,法规,fagui
3897,196,1973,中国共产党,zhongguogongchandang
3898,196,1973,第十次,dishici
3899,196,1973,全国代表大会,quanguodaibiaodahui
3900,196,1973,举行,juxing
3901,196,1973,中共,zhonggong
3902,196,1973,十大,shida
3903,196,1973,继续,jixu
3904,196,1973,中共,zhonggong
3905,196,1973,九大,jiuda
3906,196,1973,错误,cuowu
3907,196,1973,中共,zhonggong
3908,196,1973,十届,shijie
3909,196,1973,一中全会,yizhongquanhui
3910,196,1973,选举,xuanju
3911,196,1973,毛泽东,maozedong
3912,196,1973,中央委员会,zhongyangweiyuanhui
3913,196,1973,主席,zhuxi
3914,196,1973,周恩来,zhouenlai
3915,196,1973,王洪文,wanghongwen
3916,196,1973,康生,kangsheng
3917,196,1973,叶剑英,yejianying
3918,196,1973,李德生,lidesheng
3919,196,1973,主席,zhuxi
3920,196,1973,毛泽东,maozedong
3921,196,1973,王洪文,wanghongwen
3922,196,1973,叶剑英,yejianying
3923,196,1973,朱德,zhude
3924,196,1973,李德生,lidesheng
3925,196,1973,张春桥,zhangchunqiao
3926,196,1973,周恩来,zhouenlai
3927,196,1973,康生,kangsheng
3928,196,1973,董必武,dongbiwu
3929,196,1973,中央政治局常委,zhongyangzhengzhijuchangwei
3930,197,1973,我国,woguo
3931,197,1973,第一台,diyitai
3932,197,1973,每秒钟,meimiaozhong
3933,197,1973,运算,yunsuan
3934,197,1973,万次,wanci
3935,197,1973,集成电路,jichengdianlu
3936,197,1973,电子计算机,dianzijisuanji
3937,197,1973,试制成功,shizhichenggong
3938,198,1973,根治,genzhi
3939,198,1973,海河,haihe
3940,198,1973,工程,gongcheng
3941,198,1973,经过,jingguo
3942,198,1973,奋战,fenzhan
3943,198,1973,取得胜利,qudeshengli
3944,198,1973,子牙河,ziyahe
3945,198,1973,大清河,daqinghe
3946,198,1973,永定河,yongdinghe
3947,198,1973,北运河,beiyunhe
3948,198,1973,南运河,nanyunhe
3949,198,1973,水系,shuixi
3950,198,1973,得到,dedao
3951,198,1973,普遍,pubian
3952,198,1973,治理,zhili
3953,199,1973,我国,woguo
3954,199,1973,籼型,xianxing
3955,199,1973,杂交,zajiao
3956,199,1973,水稻,shuidao
3957,199,1973,科研,keyan
3958,199,1973,协作组,xiezuozu
3959,199,1973,袁隆平,yuanlongping
3960,199,1973,在世界上,zaishijieshang
3961,199,1973,首次,shouci
3962,199,1973,培育,peiyu
3963,199,1973,成功,chenggong
3964,199,1973,优势,youshi
3965,199,1973,籼型,xianxing
3966,199,1973,杂交,zajiao
3967,199,1973,水稻,shuidao
3968,200,1974,邓小平,dengxiaoping
3969,200,1974,中国,zhongguo
3970,200,1974,代表团,daibiaotuan
3971,200,1974,出席,chuxi
3972,200,1974,联合国大会,lianheguodahui
3973,200,1974,第六届,diliujie
3974,200,1974,特别,tebie
3975,200,1974,会议,huiyi
3976,200,1974,邓小平,dengxiaoping
3977,200,1974,联大会议,liandahuiyi
3978,200,1974,发言,fayan
3979,200,1974,全面,quanmian
3980,200,1974,阐述,chanshu
3981,200,1974,我国,woguo
3982,200,1974,对外,duiwai
3983,200,1974,政策,zhengce
3984,201,1974,新华社,xinhuashe
3985,201,1974,报道,baodao
3986,201,1974,大港油田,dagangyoutian
3987,201,1974,华北,huabei
3988,201,1974,东部,dongbu
3989,201,1974,滨海,binhai
3990,201,1974,地区,diqu
3991,201,1974,建成,jiancheng
3992,202,1974,我国,woguo
3993,202,1974,考古工作者,kaogugongzuozhe
3994,202,1974,开始,kaishi
3995,202,1974,陕西,shanxi
3996,202,1974,临潼县,lintongxian
3997,202,1974,秦始皇陵,qinshihuangling
3998,202,1974,东侧,dongce
3999,202,1974,秦代,qindai
4000,202,1974,兵马俑,bingmayong
4001,202,1974,进行,jinxing
4002,202,1974,发掘,fajue
4003,202,1974,工作,gongzuo
4004,203,1974,中央军委,zhongyangjunwei
4005,203,1974,发布命令,fabumingling
4006,203,1974,我国,woguo
4007,203,1974,自行设计,zixingsheji
4008,203,1974,制造,zhizao
4009,203,1974,第一艘,diyisao
4010,203,1974,核潜艇,heqianting
4011,203,1974,命名,mingming
4012,203,1974,长征一号,changzhengyihao
4013,203,1974,正式,zhengshi
4014,203,1974,编入,bianru
4015,203,1974,海军,haijun
4016,203,1974,战斗序列,zhandouxulie
4017,203,1974,人民,renmin
4018,203,1974,海军,haijun
4019,203,1974,从此,congci
4020,203,1974,进入,jinru
4021,203,1974,拥有,yongyou
4022,203,1974,核潜艇,heqianting
4023,203,1974,阶段,jieduan
4024,204,1974,黄河,huanghe
4025,204,1974,青铜峡,qingtongxia
4026,204,1974,水利枢纽,shuilishuniu
4027,204,1974,工程,gongcheng
4028,204,1974,基本,jiben
4029,204,1974,建成,jiancheng
4030,205,1974,新华社,xinhuashe
4031,205,1974,报道,baodao
4032,205,1974,胜利油田,shengliyoutian
4033,205,1974,山东,shandong
4034,205,1974,渤海湾,bohaiwan
4035,205,1974,地区,diqu
4036,205,1974,建成,jiancheng
4037,206,1975,四届,sijie
4038,206,1975,全国人大,quanguorenda
4039,206,1975,一次,yici
4040,206,1975,会议,huiyi
4041,206,1975,举行,juxing
4042,206,1975,大会,dahui
4043,206,1975,重申,zhongshen
4044,206,1975,四个,sige
4045,206,1975,现代化,xiandaihua
4046,206,1975,目标,mubiao
4047,206,1975,选举,xuanju
4048,206,1975,朱德,zhude
4049,206,1975,全国人大常委会,quanguorendachangweihui
4050,206,1975,委员长,weiyuanchang
4051,206,1975,任命,renming
4052,206,1975,周恩来,zhouenlai
4053,206,1975,国务院,guowuyuan
4054,206,1975,总理,zongli
4055,206,1975,邓小平,dengxiaoping
4056,206,1975,总理,zongli
4057,207,1975,我国,woguo
4058,207,1975,当时,dangshi
4059,207,1975,发电能力,fadiannengli
4060,207,1975,最大,zuida
4061,207,1975,水力发电站,shuilifadianzhan
4062,207,1975,刘家峡水电站,liujiaxiashuidianzhan
4063,207,1975,建成,jiancheng
4064,207,1975,发电,fadian
4065,208,1975,邓小平,dengxiaoping
4066,208,1975,毛泽东,maozedong
4067,208,1975,周恩来,zhouenlai
4068,208,1975,支持,zhichi
4069,208,1975,主持,zhuchi
4070,208,1975,中央,zhongyang
4071,208,1975,日常,richang
4072,208,1975,工作,gongzuo
4073,208,1975,开始,kaishi
4074,208,1975,全国,quanguo
4075,208,1975,方面,fangmian
4076,208,1975,工作,gongzuo
4077,208,1975,进行,jinxing
4078,208,1975,整顿,zhengdun
4079,208,1975,收到,shoudao
4080,208,1975,显著,xianzhu
4081,208,1975,成效,chengxiao
4082,208,1975,同年,tongnian
4083,208,1975,整顿,zhengdun
4084,208,1975,被迫,beipo
4085,208,1975,中断,zhongduan
4086,209,1975,中国,zhongguo
4087,209,1975,第一条,diyitiao
4088,209,1975,电气化铁路,dianqihuatielu
4089,209,1975,宝成铁路,baochengtielu
4090,209,1975,宝鸡,baoji
4091,209,1975,成都,chengdu
4092,209,1975,电气化,dianqihua
4093,209,1975,工程,gongcheng
4094,209,1975,建成,jiancheng
4095,209,1975,通车,tongche
4096,209,1975,全长,quanchang
4097,209,1975,公里,gongli
4098,210,1975,我国,woguo
4099,210,1975,成功,chenggong
4100,210,1975,发射,fashe
4101,210,1975,一颗,yike
4102,210,1975,返回式,fanhuishi
4103,210,1975,遥感,yaogan
4104,210,1975,人造地球,renzaodiqiu
4105,210,1975,卫星,weixing
4106,210,1975,成为,chengwei
4107,210,1975,继美,jimei
4108,210,1975,之后,zhihou
4109,210,1975,第三个,disange
4110,210,1975,掌握,zhangwo
4111,210,1975,卫星,weixing
4112,210,1975,回收,huishou
4113,210,1975,技术,jizhu
4114,210,1975,国家,guojia
4115,211,1976,周恩来,zhouenlai
4116,211,1976,逝世,shishi
4117,211,1976,下午,xiawu
4118,211,1976,首都,shoudu
4119,211,1976,百万,baiwan
4120,211,1976,群众,qunzhong
4121,211,1976,伫立,zhuli
4122,211,1976,数十里,shushili
4123,211,1976,街上,jieshang
4124,211,1976,送别,songbie
4125,211,1976,周恩来,zhouenlai
4126,211,1976,周恩来,zhouenlai
4127,211,1976,追悼,zhuidao
4128,211,1976,大会,dahui
4129,211,1976,人民大会堂,renmindahuitang
4130,211,1976,隆重举行,longzhongjuxing
4131,212,1976,北京,beijing
4132,212,1976,南京,nanjing
4133,212,1976,爆发,baofa
4134,212,1976,悼念,daonian
4135,212,1976,周恩来,zhouenlai
4136,212,1976,反对,fandui
4137,212,1976,王洪文,wanghongwen
4138,212,1976,张春桥,zhangchunqiao
4139,212,1976,江青,jiangqing
4140,212,1976,姚文元,yaowenyuan
4141,212,1976,四人帮,sirenbang
4142,212,1976,群众运动,qunzhongyundong
4143,212,1976,首都,shoudu
4144,212,1976,群众,qunzhong
4145,212,1976,天安门广场,tiananmenguangchang
4146,212,1976,悼念,daonian
4147,212,1976,活动,huodong
4148,212,1976,错误,cuowu
4149,212,1976,定性,dingxing
4150,212,1976,反革命,fangeming
4151,212,1976,事件,shijian
4152,212,1976,中央政治局,zhongyangzhengzhiju
4153,212,1976,根据,genju
4154,212,1976,毛泽东,maozedong
4155,212,1976,提议,tiyi
4156,212,1976,任命,renming
4157,212,1976,华国锋,huaguofeng
4158,212,1976,中共中央,zhonggongzhongyang
4159,212,1976,第一副,diyifu
4160,212,1976,主席,zhuxi
4161,212,1976,国务院,guowuyuan
4162,212,1976,总理,zongli
4163,213,1976,万吨,wandun
4164,213,1976,远洋,yuanyang
4165,213,1976,科学,kexue
4166,213,1976,调查,diaocha
4167,213,1976,向阳,xiangyang
4168,213,1976,向阳,xiangyang
4169,213,1976,太平洋,taipingyang
4170,213,1976,海域,haiyu
4171,213,1976,成功,chenggong
4172,213,1976,进行,jinxing
4173,213,1976,我国,woguo
4174,213,1976,首次,shouci
4175,213,1976,远洋,yuanyang
4176,213,1976,科学,kexue
4177,213,1976,调查,diaocha
4178,214,1976,我国,woguo
4179,214,1976,第一座,diyizuo
4180,214,1976,万吨级,wandunji
4181,214,1976,现代化,xiandaihua
4182,214,1976,深水,shenshui
4183,214,1976,油港,yougang
4184,214,1976,大连,dalian
4185,214,1976,新港,xingang
4186,214,1976,建成,jiancheng
4187,215,1976,朱德,zhude
4188,215,1976,逝世,shishi
4189,215,1976,朱德,zhude
4190,215,1976,追悼,zhuidao
4191,215,1976,大会,dahui
4192,215,1976,人民大会堂,renmindahuitang
4193,215,1976,隆重举行,longzhongjuxing
4194,216,1976,滇藏,diancang
4195,216,1976,公路,gonglu
4196,216,1976,云南,yunnan
4197,216,1976,下关,xiaguan
4198,216,1976,西藏,xicang
4199,216,1976,芒康,mangkang
4200,216,1976,建成,jiancheng
4201,216,1976,通车,tongche
4202,216,1976,全长,quanchang
4203,216,1976,公里,gongli
4204,217,1976,河北省,hebeisheng
4205,217,1976,唐山,tangshan
4206,217,1976,丰南,fengnan
4207,217,1976,地区,diqu
4208,217,1976,发生,fasheng
4209,217,1976,里氏,lishi
4210,217,1976,强烈,qianglie
4211,217,1976,地震,dizhen
4212,217,1976,波及,boji
4213,217,1976,天津,tianjin
4214,217,1976,北京,beijing
4215,217,1976,地震,dizhen
4216,217,1976,造成,zaocheng
4217,217,1976,万多,wanduo
4218,217,1976,死亡,siwang
4219,217,1976,万多,wanduo
4220,217,1976,人受,renshou
4221,217,1976,重伤,zhongshang
4222,217,1976,中共中央,zhonggongzhongyang
4223,217,1976,国务院,guowuyuan
4224,217,1976,中央军委,zhongyangjunwei
4225,217,1976,领导,lingdao
4226,217,1976,全国,quanguo
4227,217,1976,人民,renmin
4228,217,1976,解放军,jiefangjun
4229,217,1976,大力,dali
4230,217,1976,支援,zhiyuan
4231,217,1976,灾区,zaiqu
4232,217,1976,群众,qunzhong
4233,217,1976,奋起,fenqi
4234,217,1976,抗震救灾,kangzhenjiuzai
4235,218,1976,毛泽东,maozedong
4236,218,1976,逝世,shishi
4237,218,1976,首都,shoudu
4238,218,1976,百万,baiwan
4239,218,1976,群众,qunzhong
4240,218,1976,天安门广场,tiananmenguangchang
4241,218,1976,隆重举行,longzhongjuxing
4242,218,1976,追悼,zhuidao
4243,218,1976,大会,dahui
4244,218,1976,全国,quanguo
4245,218,1976,各省,gesheng
4246,218,1976,自治区,zizhiqu
4247,218,1976,举行,juxing
4248,218,1976,悼念,daonian
4249,218,1976,活动,huodong
4250,219,1976,中共中央政治局,zhonggongzhongyangzhengzhiju
4251,219,1976,执行,zhixing
4252,219,1976,党和人民,dangherenmin
4253,219,1976,意志,yizhi
4254,219,1976,采取,caiqu
4255,219,1976,断然措施,duanrancuoshi
4256,219,1976,一举,yiju
4257,219,1976,粉碎,fensui
4258,219,1976,四人帮,sirenbang
4259,219,1976,消息,xiaoxi
4260,219,1976,公布,gongbu
4261,219,1976,全国,quanguo
4262,219,1976,亿万群众,yiwanqunzhong
4263,219,1976,衷心,zhongxin
4264,219,1976,拥护,yonghu
4265,219,1976,举行,juxing
4266,219,1976,盛大,shengda
4267,219,1976,庆祝,qingzhu
4268,219,1976,游行,youxing
4269,219,1976,延续,yanxu
4270,219,1976,之久,zhijiu
4271,219,1976,文化大革命,wenhuadageming
4272,219,1976,至此,zhici
4273,219,1976,结束,jieshu
4274,220,1977,中共中央政治局,zhonggongzhongyangzhengzhiju
4275,220,1977,原则上,yuanzeshang
4276,220,1977,批准,pizhun
4277,220,1977,国家计委,guojiajiwei
4278,220,1977,国务院,guowuyuan
4279,220,1977,提出,tichu
4280,220,1977,今后,jinhou
4281,220,1977,引进,yinjin
4282,220,1977,技术,jizhu
4283,220,1977,成套设备,chengtaoshebei
4284,220,1977,规划,guihua
4285,221,1977,中国共产党,zhongguogongchandang
4286,221,1977,第十一次,dishiyici
4287,221,1977,全国代表大会,quanguodaibiaodahui
4288,221,1977,举行,juxing
4289,221,1977,大会,dahui
4290,221,1977,宣告,xuangao
4291,221,1977,文化大革命,wenhuadageming
4292,221,1977,已经,yijing
4293,221,1977,结束,jieshu
4294,221,1977,重申,zhongshen
4295,221,1977,世纪,shiji
4296,221,1977,我国,woguo
4297,221,1977,建设,jianshe
4298,221,1977,成为,chengwei
4299,221,1977,社会主义,shehuizhuyi
4300,221,1977,现代化,xiandaihua
4301,221,1977,强国,qiangguo
4302,221,1977,未能,weineng
4303,221,1977,从根本上,conggenbenshang
4304,221,1977,纠正,jiuzheng
4305,221,1977,文化大革命,wenhuadageming
4306,221,1977,错误,cuowu
4307,221,1977,中共,zhonggong
4308,221,1977,十一届,shiyijie
4309,221,1977,一中全会,yizhongquanhui
4310,221,1977,选举,xuanju
4311,221,1977,华国锋,huaguofeng
4312,221,1977,中央委员会,zhongyangweiyuanhui
4313,221,1977,主席,zhuxi
4314,221,1977,叶剑英,yejianying
4315,221,1977,邓小平,dengxiaoping
4316,221,1977,李先念,lixiannian
4317,221,1977,汪东兴,wangdongxing
4318,221,1977,主席,zhuxi
4319,221,1977,上述,shangshu
4320,221,1977,人为,renwei
4321,221,1977,中央政治局常委,zhongyangzhengzhijuchangwei
4322,222,1977,南斯拉夫,nansilafu
4323,222,1977,总统,zongtong
4324,222,1977,南共,nangong
4325,222,1977,联盟,lianmeng
4326,222,1977,主席,zhuxi
4327,222,1977,铁托,tietuo
4328,222,1977,访问,fangwen
4329,222,1977,中国,zhongguo
4330,222,1977,中南,zhongnan
4331,222,1977,两党,liangdang
4332,222,1977,恢复正常,huifuzhengchang
4333,222,1977,关系,guanxi
4334,223,1977,中央,zhongyang
4335,223,1977,作出,zuochu
4336,223,1977,恢复,huifu
4337,223,1977,技术职称,jizhuzhicheng
4338,223,1977,建立,jianli
4339,223,1977,考核制度,kaohezhidu
4340,223,1977,实行,shixing
4341,223,1977,技术,jizhu
4342,223,1977,岗位,gangwei
4343,223,1977,责任制,zerenzhi
4344,223,1977,决定,jueding
4345,223,1977,之后,zhihou
4346,223,1977,中国科学院,zhongguokexueyuan
4347,223,1977,决定,jueding
4348,223,1977,分别,fenbie
4349,223,1977,晋升,jinsheng
4350,223,1977,陈景润,chenjingrun
4351,223,1977,杨乐,yangle
4352,223,1977,张广厚,zhangguanghou
4353,223,1977,职称,zhicheng
4354,223,1977,陈景润,chenjingrun
4355,223,1977,哥德巴赫猜想,gedebahecaixiang
4356,223,1977,研究,yanjiu
4357,223,1977,取得,qude
4358,223,1977,世界领先,shijielingxian
4359,223,1977,成就,chengjiu
4360,223,1977,杨乐,yangle
4361,223,1977,张广厚,zhangguanghou
4362,223,1977,函数,hanshu
4363,223,1977,理论,lilun
4364,223,1977,研究,yanjiu
4365,223,1977,方面,fangmian
4366,223,1977,取得,qude
4367,223,1977,卓越,zhuoyue
4368,223,1977,成就,chengjiu
4369,224,1977,中共中央,zhonggongzhongyang
4370,224,1977,作出,zuochu
4371,224,1977,关于,guanyu
4372,224,1977,办好,banhao
4373,224,1977,各级,geji
4374,224,1977,党校,dangxiao
4375,224,1977,决定,jueding
4376,224,1977,文化大革命,wenhuadageming
4377,224,1977,期间,qijian
4378,224,1977,停办,tingban
4379,224,1977,中共中央党校,zhonggongzhongyangdangxiao
4380,224,1977,举行,juxing
4381,224,1977,开学典礼,kaixuedianli
4382,224,1977,全国,quanguo
4383,224,1977,各级,geji
4384,224,1977,党校,dangxiao
4385,224,1977,随后,suihou
4386,224,1977,相继,xiangji
4387,224,1977,复校,fuxiao
4388,225,1977,国务院,guowuyuan
4389,225,1977,批转,pizhuan
4390,225,1977,教育部,jiaoyubu
4391,225,1977,关于,guanyu
4392,225,1977,一九七七年,yijiuqiqinian
4393,225,1977,高等学校,gaodengxuexiao
4394,225,1977,招生,zhaosheng
4395,225,1977,工作,gongzuo
4396,225,1977,意见,yijian
4397,225,1977,决定,jueding
4398,225,1977,从本,congben
4399,225,1977,高等学校,gaodengxuexiao
4400,225,1977,招生,zhaosheng
4401,225,1977,采取,caiqu
4402,225,1977,自愿,ziyuan
